time,open,high,low,close,tick_volume,spread,real_volume,ema8,ema21,ema50,ema200,atr,rsi,macd,macd_signal,macd_hist,macd_histogram,macd_slope,macd_crossover,macd_zero_cross,bb_upper,bb_mid,bb_middle,bb_lower,bb_pct,bb_width,bb_position,bb_squeeze,bb_touch_upper,bb_touch_lower,dmp,dmn,adx_plus_di,adx_minus_di,adx,adx_strength,adx_bullish_cross,adx_bearish_cross,stoch_k,stoch_d,stoch_k_slow,stoch_overbought,stoch_oversold,stoch_bullish_cross,stoch_bearish_cross,momentum
2025-07-31 23:00:00,150.787,150.831,150.7,150.709,2646,13,0,150.709,150.709,150.709,150.709,0.13100000000000023,0.0,0.0,0.0,0.0,0.0,-0.0025527065527057857,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,0.0,0.0,0.0,0.0,0.0,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 00:00:00,150.705,150.741,150.638,150.677,217,27,0,150.7018888888889,150.7060909090909,150.70774509803923,150.7086815920398,0.12900000000000084,0.0,-0.0025527065527057857,-0.0005105413105411571,-0.0020421652421646285,-0.0020421652421646285,-0.0025527065527057857,BEARISH,BEARISH,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,0.0,3.433001107392158,0.0,3.433001107392158,7.142857142855061,WEAK,False,True,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 01:00:00,150.683,150.794,150.681,150.736,1380,13,0,150.70946913580246,150.70880991735535,150.70885313341026,150.70895341699463,0.12814285714285925,12.421052631208752,0.0001829530604595675,-0.00037184243634101225,0.0005547954968005797,0.0005547954968005797,0.0027356596131653532,BULLISH,BULLISH,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,2.954292084703612,3.209109730822906,2.954292084703612,3.209109730822906,6.927964984440639,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 02:00:00,150.735,150.87,150.631,150.803,2768,13,0,150.7302537722908,150.71737265214122,150.71254516739418,150.7098892038902,0.13606122448979818,23.97019541617655,0.007668920528772105,0.0012363101566816113,0.006432610372090494,0.006432610372090494,0.007485967468312538,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,6.573421328884653,2.8064668194947426,6.573421328884653,2.8064668194947426,9.301675244383986,WEAK,True,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 03:00:00,150.803,150.886,150.586,150.728,4409,13,0,150.72975293400395,150.71833877467384,150.7131512392611,150.7100694108167,0.14777113702623995,20.682286854807643,0.007463693667460802,0.0024817868588374497,0.004981906808623353,0.004981906808623353,-0.00020522686131130286,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,5.620197097750832,4.574674075534604,5.620197097750832,4.574674075534604,9.369797182815548,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 04:00:00,150.729,150.911,150.624,150.897,4395,13,0,150.76691894866974,150.73458070424894,150.7203609945842,150.7119294166792,0.15771605581008039,40.49047542287805,0.020699328534846018,0.006125295194039164,0.014574033340806853,0.014574033340806853,0.013235634867385215,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,6.021915158358852,3.980055993903631,6.021915158358852,3.980055993903631,10.158709357074045,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 05:00:00,150.898,150.903,150.702,150.753,3253,4,0,150.76382584896535,150.73625518568085,150.7216409555809,150.7123380791998,0.16080776610935987,32.94163564667534,0.019346058661341203,0.008769447887499573,0.01057661077384163,0.01057661077384163,-0.0013532698735048143,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,5.484270128558209,3.6247110135811718,5.484270128558209,3.6247110135811718,10.891270661742636,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 06:00:00,150.756,150.77,150.546,150.581,2572,13,0,150.7231978825286,150.72214107789168,150.7161256239895,150.7110312326406,0.16532149710154975,26.56978000330956,0.0043445388611473845,0.007884466082229136,-0.003539927221081752,-0.003539927221081752,-0.015001519800193819,BEARISH,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,4.953496311509483,10.014021276196154,4.953496311509483,10.014021276196154,12.528326225930847,WEAK,False,True,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 07:00:00,150.578,150.651,150.544,150.599,1858,13,0,150.6955983530778,150.71094643444695,150.71153246226442,150.70991649400736,0.16115567588001042,28.136381692045873,-0.006022401596084137,0.005103092546566482,-0.01112549414265062,-0.01112549414265062,-0.010366940457231522,NONE,BEARISH,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,4.718575236220497,9.627748689678029,4.718575236220497,9.627748689678029,14.077662491277081,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 08:00:00,150.602,150.65,150.407,150.466,2476,13,0,150.64457649683828,150.68867857676997,150.70190373825403,150.70748946421625,0.16700169903143788,24.053025284789754,-0.02468570364553102,-0.0008546666918530189,-0.023831036953678,-0.023831036953678,-0.018663302049446884,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,4.228155169046912,14.486748471552824,4.228155169046912,14.486748471552824,16.98747951611021,WEAK,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
2025-08-01 09:00:00,150.467,150.638,150.442,150.598,3686,13,0,150.63422616420755,150.6804350697909,150.69782908185192,150.7064000168111,0.16907300624347787,34.25163499807884,-0.028496715750975454,-0.0063830765036775065,-0.022113639247297947,-0.022113639247297947,-0.0038110121054444335,NONE,NONE,152.1508409810044,150.14575,150.14575,148.1406590189956,-0.02335530403845405,0.026708594562342088,-0.02335530403845405,False,False,False,3.8780450380342546,13.287181000034018,3.8780450380342546,13.287181000034018,19.689452467740953,MODERATE,False,False,18.65079365075582,20.684658106982848,17.01060307286961,False,False,False,False,-0.11099999999999
